12.9556 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
18.6037 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
18.7053 	WARNING 	t of last frame was 101.65ms (=1/9)
18.7053 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
18.8065 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
18.8065 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
18.9076 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
19.0086 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
19.1097 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
19.2107 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
19.3118 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
19.4129 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
19.5140 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
19.6151 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
19.7167 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
19.8182 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
19.9077 	DATA 	Keypress: left
19.9195 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
20.0151 	EXP 	Sound  reached end of file
20.0151 	EXP 	Sound  started
20.1201 	EXP 	unnamed TextStim: height = 0.06
20.1201 	EXP 	unnamed TextStim: height = 0.06
20.1201 	EXP 	unnamed TextStim: height = 0.06
20.1201 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
20.2213 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
20.3224 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
20.4234 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
20.5245 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
20.5588 	DATA 	Keypress: left
20.6256 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
20.6271 	EXP 	Sound  reached end of file
20.6271 	EXP 	Sound  started
20.7320 	EXP 	unnamed TextStim: height = 0.06
20.7320 	EXP 	unnamed TextStim: height = 0.06
20.7320 	EXP 	unnamed TextStim: height = 0.06
20.7320 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
20.8336 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
20.8415 	DATA 	Keypress: down
20.9352 	EXP 	unnamed TextStim: text = 'Volume: 0.50\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
20.9366 	EXP 	Sound  reached end of file
20.9366 	EXP 	Sound  started
21.0407 	EXP 	unnamed TextStim: height = 0.06
21.0407 	EXP 	unnamed TextStim: height = 0.06
21.0407 	EXP 	unnamed TextStim: height = 0.06
21.0407 	EXP 	unnamed TextStim: text = 'Volume: 0.45\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
21.0686 	DATA 	Keypress: down
21.1418 	EXP 	unnamed TextStim: text = 'Volume: 0.45\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
21.1436 	EXP 	Sound  reached end of file
21.1436 	EXP 	Sound  started
21.2474 	EXP 	unnamed TextStim: height = 0.06
21.2474 	EXP 	unnamed TextStim: height = 0.06
21.2474 	EXP 	unnamed TextStim: height = 0.06
21.2474 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
21.2583 	DATA 	Keypress: down
21.3484 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
21.3496 	EXP 	Sound  reached end of file
21.3496 	EXP 	Sound  started
21.4259 	DATA 	Keypress: down
21.4533 	EXP 	unnamed TextStim: height = 0.06
21.4533 	EXP 	unnamed TextStim: height = 0.06
21.4533 	EXP 	unnamed TextStim: height = 0.06
21.4533 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
21.4547 	EXP 	Sound  reached end of file
21.4547 	EXP 	Sound  started
21.5585 	EXP 	unnamed TextStim: height = 0.06
21.5585 	EXP 	unnamed TextStim: height = 0.06
21.5585 	EXP 	unnamed TextStim: height = 0.06
21.5585 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
21.6595 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
21.6820 	DATA 	Keypress: escape
21.7606 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
21.8621 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
21.9639 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
22.0650 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
22.1662 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
22.2672 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
22.3683 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
22.4694 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
22.5706 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
22.6716 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
22.7727 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
22.8741 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
22.8875 	DATA 	Keypress: space
22.9757 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
23.0949 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
